participant,trialnumber,blocknumber,condition,eventtype,RDKnumber,eventcolor,eventfrequency,eventnumber,response,RT,colorlum
8,661,15,6,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,661,15,6,target,2,blue,29,2,hit,490.952650705974,offset_to_bckgrd
8,665,15,4,target,2,blue,29,1,hit,557.385381062826,offset_to_bckgrd
8,667,15,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,667,15,3,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
8,670,15,6,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,670,15,6,distractor,1,redish,26,2,CR,NaN,offset_to_bckgrd
8,671,15,2,target,2,blue,29,1,hit,611.380958557129,offset_to_bckgrd
8,674,15,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,675,15,6,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,675,15,6,target,2,blue,29,2,hit,612.295786539713,offset_to_bckgrd
8,677,16,1,target,1,redish,26,1,hit,516.237020492554,offset_to_bckgrd
8,679,16,4,target,2,blue,29,1,hit,693.389987945556,offset_to_bckgrd
8,681,16,2,target,2,blue,29,1,hit,542.673921585083,offset_to_bckgrd
8,692,16,1,target,1,redish,26,1,hit,591.419204076131,offset_to_bckgrd
8,698,16,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,698,16,5,target,1,redish,26,2,hit,599.149719874064,offset_to_bckgrd
8,701,16,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,701,16,5,target,1,redish,26,2,hit,555.634927749634,offset_to_bckgrd
8,704,16,2,target,2,blue,29,1,hit,499.624967575073,offset_to_bckgrd
8,710,16,4,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,711,16,2,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,713,16,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,713,16,1,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
8,714,16,6,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,716,16,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,718,16,4,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,718,16,4,distractor,1,redish,26,2,CR,NaN,offset_to_bckgrd
8,720,16,3,target,1,redish,26,1,hit,626.211023330688,offset_to_bckgrd
8,720,16,3,target,1,redish,26,2,hit,540.902535120646,offset_to_bckgrd
8,725,17,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,729,17,4,target,2,blue,29,1,hit,620.913203557333,offset_to_bckgrd
8,729,17,4,distractor,1,redish,26,2,CR,NaN,offset_to_bckgrd
8,732,17,5,target,1,redish,26,1,hit,638.971265157064,offset_to_bckgrd
8,733,17,6,target,2,blue,29,1,hit,529.477246602376,offset_to_bckgrd
8,737,17,3,target,1,redish,26,1,hit,585.899289449056,offset_to_bckgrd
8,742,17,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,742,17,5,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
8,743,17,2,target,2,blue,29,1,hit,822.499672571818,offset_to_bckgrd
8,746,17,5,target,1,redish,26,1,hit,563.214381535848,offset_to_bckgrd
8,746,17,5,target,1,redish,26,2,hit,417.605749766032,offset_to_bckgrd
8,748,17,5,target,1,redish,26,1,miss,NaN,offset_to_bckgrd
8,750,17,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,750,17,3,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
8,758,17,4,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,758,17,4,distractor,1,redish,26,2,CR,NaN,offset_to_bckgrd
8,761,17,5,target,1,redish,26,1,hit,863.244231541951,offset_to_bckgrd
8,761,17,5,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
8,762,17,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,763,17,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,772,18,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,772,18,5,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
8,774,18,6,target,2,blue,29,1,hit,627.940718332926,offset_to_bckgrd
8,776,18,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,776,18,1,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
8,777,18,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,777,18,3,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
8,782,18,6,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,786,18,2,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,786,18,2,distractor,1,redish,26,2,CR,NaN,offset_to_bckgrd
8,788,18,1,target,1,redish,26,1,hit,599.60503578186,offset_to_bckgrd
8,788,18,1,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
8,790,18,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,791,18,6,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,795,18,6,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,795,18,6,target,2,blue,29,2,hit,508.0757300059,offset_to_bckgrd
8,796,18,3,target,1,redish,26,1,hit,498.527145385742,offset_to_bckgrd
8,798,18,5,target,1,redish,26,1,hit,695.241610209147,offset_to_bckgrd
8,803,18,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,803,18,1,target,1,redish,26,2,hit,500.334533055623,offset_to_bckgrd
8,810,18,2,target,2,blue,29,1,hit,526.390981674194,offset_to_bckgrd
8,812,19,6,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,812,19,6,distractor,1,redish,26,2,CR,NaN,offset_to_bckgrd
8,817,19,6,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,817,19,6,target,2,blue,29,2,hit,510.722239812215,offset_to_bckgrd
8,819,19,3,target,1,redish,26,1,hit,542.042287190755,offset_to_bckgrd
8,820,19,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,822,19,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,822,19,5,target,1,redish,26,2,hit,484.037431081136,offset_to_bckgrd
8,823,19,5,target,1,redish,26,1,hit,673.190434773763,offset_to_bckgrd
8,824,19,5,target,1,redish,26,1,hit,566.797844568888,offset_to_bckgrd
8,824,19,5,target,1,redish,26,2,hit,540.419467290243,offset_to_bckgrd
8,827,19,1,target,1,redish,26,1,hit,544.015391667684,offset_to_bckgrd
8,828,19,3,target,1,redish,26,1,hit,453.9391040802,offset_to_bckgrd
8,828,19,3,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
8,829,19,6,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,831,19,6,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,832,19,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,834,19,6,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,835,19,6,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,837,19,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,838,19,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,838,19,3,target,1,redish,26,2,hit,477.773094177247,offset_to_bckgrd
8,841,19,2,target,2,blue,29,1,hit,525.642871856689,offset_to_bckgrd
8,841,19,2,target,2,blue,29,2,hit,506.912120183309,offset_to_bckgrd
8,842,19,2,target,2,blue,29,1,hit,500.66868464152,offset_to_bckgrd
8,842,19,2,distractor,1,redish,26,2,CR,NaN,offset_to_bckgrd
8,844,19,6,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,844,19,6,target,2,blue,29,2,hit,463.303089141846,offset_to_bckgrd
8,846,19,2,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,846,19,2,target,2,blue,29,2,hit,572.080628077189,offset_to_bckgrd
8,848,19,2,target,2,blue,29,1,hit,482.467937469482,offset_to_bckgrd
8,851,19,2,target,2,blue,29,1,hit,477.134577433268,offset_to_bckgrd
8,851,19,2,distractor,1,redish,26,2,CR,NaN,offset_to_bckgrd
8,856,20,2,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,856,20,2,distractor,1,redish,26,2,CR,NaN,offset_to_bckgrd
8,857,20,6,target,2,blue,29,1,hit,528.108247121175,offset_to_bckgrd
8,857,20,6,distractor,1,redish,26,2,CR,NaN,offset_to_bckgrd
8,858,20,3,target,1,redish,26,1,hit,453.014453252157,offset_to_bckgrd
8,858,20,3,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
8,860,20,2,target,2,blue,29,1,hit,554.51602935791,offset_to_bckgrd
8,860,20,2,distractor,1,redish,26,2,CR,NaN,offset_to_bckgrd
8,863,20,3,target,1,redish,26,1,hit,566.250816980998,offset_to_bckgrd
8,864,20,5,target,1,redish,26,1,hit,588.30836613973,offset_to_bckgrd
8,866,20,2,target,2,blue,29,1,hit,464.133977890015,offset_to_bckgrd
8,869,20,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,870,20,3,target,1,redish,26,1,hit,470.445330937703,offset_to_bckgrd
8,870,20,3,target,1,redish,26,2,hit,461.115026473999,offset_to_bckgrd
8,874,20,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,874,20,3,target,1,redish,26,2,hit,479.51602935791,offset_to_bckgrd
8,875,20,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,882,20,3,target,1,redish,26,1,hit,560.67673365275,offset_to_bckgrd
8,885,20,2,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,885,20,2,target,2,blue,29,2,hit,548.383951187134,offset_to_bckgrd
8,887,20,6,target,2,blue,29,1,hit,665.431022644043,offset_to_bckgrd
8,888,20,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,888,20,5,target,1,redish,26,2,hit,497.900009155273,offset_to_bckgrd
8,889,20,4,target,2,blue,29,1,hit,486.158355077108,offset_to_bckgrd
8,889,20,4,target,2,blue,29,2,hit,470.02010345459,offset_to_bckgrd
8,893,20,2,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,893,20,2,target,2,blue,29,2,hit,437.302700678507,offset_to_bckgrd
8,895,20,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
8,899,20,4,distractor,1,redish,26,1,CR,NaN,offset_to_bckgrd
8,900,20,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
9,6,1,5,distractor,2,redish,29,1,FA_proper,725.284957885742,offset_to_bckgrd
9,10,1,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,11,1,3,target,1,blue,26,1,hit,557.371314366659,offset_to_bckgrd
9,11,1,3,target,1,blue,26,2,hit,684.843651453654,offset_to_bckgrd
9,14,1,2,target,2,redish,29,1,hit,536.052894592285,offset_to_bckgrd
9,24,1,6,target,2,redish,29,1,hit,506.437651316325,offset_to_bckgrd
9,32,1,6,distractor,1,blue,26,1,FA_proper,730.588912963867,offset_to_bckgrd
9,32,1,6,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,33,1,5,target,1,blue,26,1,hit,576.203695933024,offset_to_bckgrd
9,35,1,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,35,1,6,target,2,redish,29,2,hit,608.787059783936,offset_to_bckgrd
9,37,1,1,distractor,2,redish,29,1,FA_proper,481.753698984782,offset_to_bckgrd
9,37,1,1,target,1,blue,26,2,hit,856.609423955282,offset_to_bckgrd
9,39,1,5,distractor,2,redish,29,1,FA_proper,475.232474009196,offset_to_bckgrd
9,39,1,5,target,1,blue,26,2,hit,802.81982421875,offset_to_bckgrd
9,40,1,4,target,2,redish,29,1,hit,502.416483561198,offset_to_bckgrd
9,40,1,4,target,2,redish,29,2,hit,477.747011184692,offset_to_bckgrd
9,45,1,5,target,1,blue,26,1,hit,602.228752772013,offset_to_bckgrd
9,45,1,5,target,1,blue,26,2,hit,537.585067749023,offset_to_bckgrd
9,47,2,3,distractor,2,redish,29,1,FA_proper,572.953033447266,offset_to_bckgrd
9,47,2,3,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
9,50,2,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,50,2,2,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,51,2,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,51,2,6,distractor,1,blue,26,2,FA_proper,621.667146682739,offset_to_bckgrd
9,52,2,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,54,2,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,54,2,1,target,1,blue,26,2,hit,708.739821116129,offset_to_bckgrd
9,55,2,6,target,2,redish,29,1,hit,478.82973353068,offset_to_bckgrd
9,55,2,6,target,2,redish,29,2,hit,445.796648661295,offset_to_bckgrd
9,66,2,6,target,2,redish,29,1,hit,511.765464146932,offset_to_bckgrd
9,66,2,6,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,69,2,1,distractor,2,redish,29,1,FA_proper,611.216338475545,offset_to_bckgrd
9,69,2,1,target,1,blue,26,2,hit,602.636782328288,offset_to_bckgrd
9,72,2,4,distractor,1,blue,26,1,FA_proper,826.459026336669,offset_to_bckgrd
9,74,2,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,74,2,2,target,2,redish,29,2,hit,484.095271428426,offset_to_bckgrd
9,75,2,5,target,1,blue,26,1,hit,436.524232228597,offset_to_bckgrd
9,75,2,5,target,1,blue,26,2,hit,426.849714914957,offset_to_bckgrd
9,76,2,3,distractor,2,redish,29,1,FA_proper,420.060873031616,offset_to_bckgrd
9,78,2,6,distractor,1,blue,26,1,FA_proper,920.256090164185,offset_to_bckgrd
9,78,2,6,target,2,redish,29,2,hit,690.373182296753,offset_to_bckgrd
9,79,2,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,79,2,6,target,2,redish,29,2,hit,520.291407903035,offset_to_bckgrd
9,81,2,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,81,2,2,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,83,2,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,84,2,6,distractor,1,blue,26,1,FA_proper,809.280284245809,offset_to_bckgrd
9,84,2,6,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,88,2,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,88,2,1,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
9,90,2,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,93,3,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,96,3,1,target,1,blue,26,1,hit,567.84823735555,offset_to_bckgrd
9,96,3,1,target,1,blue,26,2,hit,683.581924438477,offset_to_bckgrd
9,102,3,5,target,1,blue,26,1,hit,491.956043243408,offset_to_bckgrd
9,103,3,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,107,3,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,117,3,5,target,1,blue,26,1,hit,526.703802744548,offset_to_bckgrd
9,123,3,1,target,1,blue,26,1,hit,507.088168462118,offset_to_bckgrd
9,123,3,1,target,1,blue,26,2,hit,477.466503779094,offset_to_bckgrd
9,131,3,6,distractor,1,blue,26,1,FA_proper,535.191059112549,offset_to_bckgrd
9,131,3,6,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,135,3,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,140,4,5,distractor,2,redish,29,1,FA_proper,533.481025695801,offset_to_bckgrd
9,142,4,6,target,2,redish,29,1,hit,486.561377843221,offset_to_bckgrd
9,142,4,6,target,2,redish,29,2,hit,444.902769724528,offset_to_bckgrd
9,145,4,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,145,4,4,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,146,4,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,149,4,3,target,1,blue,26,1,hit,620.478916168213,offset_to_bckgrd
9,150,4,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,151,4,6,target,2,redish,29,1,hit,596.654033660889,offset_to_bckgrd
9,151,4,6,target,2,redish,29,2,hit,486.948521931966,offset_to_bckgrd
9,152,4,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,152,4,2,target,2,redish,29,2,hit,536.53465906779,offset_to_bckgrd
9,154,4,3,target,1,blue,26,1,hit,432.499710718791,offset_to_bckgrd
9,157,4,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,160,4,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,165,4,5,target,1,blue,26,1,hit,536.174281438192,offset_to_bckgrd
9,167,4,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,167,4,5,target,1,blue,26,2,miss,NaN,offset_to_bckgrd
9,169,4,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,169,4,2,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,177,4,6,target,2,redish,29,1,hit,598.5893090566,offset_to_bckgrd
9,183,5,2,target,2,redish,29,1,hit,537.150414784749,offset_to_bckgrd
9,183,5,2,target,2,redish,29,2,hit,464.685646692912,offset_to_bckgrd
9,186,5,1,target,1,blue,26,1,hit,657.958571116129,offset_to_bckgrd
9,188,5,6,target,2,redish,29,1,hit,521.001100540161,offset_to_bckgrd
9,188,5,6,target,2,redish,29,2,hit,445.381387074789,offset_to_bckgrd
9,193,5,3,target,1,blue,26,1,hit,554.455264409383,offset_to_bckgrd
9,194,5,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,194,5,4,target,2,redish,29,2,hit,455.542993545532,offset_to_bckgrd
9,197,5,2,target,2,redish,29,1,hit,462.976296742757,offset_to_bckgrd
9,197,5,2,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,198,5,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,199,5,6,target,2,redish,29,1,hit,663.387107849121,offset_to_bckgrd
9,201,5,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,201,5,5,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
9,202,5,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,204,5,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,206,5,4,target,2,redish,29,1,hit,494.279003143311,offset_to_bckgrd
9,207,5,2,distractor,1,blue,26,1,FA_proper,565.243053436279,offset_to_bckgrd
9,207,5,2,target,2,redish,29,2,hit,862.184826533,offset_to_bckgrd
9,208,5,4,target,2,redish,29,1,hit,453.860855102539,offset_to_bckgrd
9,211,5,3,target,1,blue,26,1,hit,512.834660212199,offset_to_bckgrd
9,213,5,2,target,2,redish,29,1,hit,452.225017547608,offset_to_bckgrd
9,213,5,2,target,2,redish,29,2,hit,461.588462193807,offset_to_bckgrd
9,215,5,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,217,5,1,distractor,2,redish,29,1,FA_proper,468.152221043905,offset_to_bckgrd
9,217,5,1,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
9,219,5,2,target,2,redish,29,1,hit,473.358233769734,offset_to_bckgrd
9,219,5,2,target,2,redish,29,2,hit,501.900736490885,offset_to_bckgrd
9,227,6,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,231,6,5,target,1,blue,26,1,hit,494.272406895956,offset_to_bckgrd
9,233,6,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,234,6,4,target,2,redish,29,1,hit,567.585722605387,offset_to_bckgrd
9,234,6,4,target,2,redish,29,2,hit,485.796610514323,offset_to_bckgrd
9,235,6,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,235,6,5,target,1,blue,26,2,hit,484.214194615682,offset_to_bckgrd
9,241,6,3,target,1,blue,26,1,hit,688.798459370931,offset_to_bckgrd
9,241,6,3,target,1,blue,26,2,hit,597.444788614909,offset_to_bckgrd
9,242,6,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,242,6,1,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
9,253,6,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,253,6,4,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,254,6,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,260,6,6,target,2,redish,29,1,hit,505.544137954712,offset_to_bckgrd
9,260,6,6,target,2,redish,29,2,hit,496.256748835246,offset_to_bckgrd
9,263,6,2,target,2,redish,29,1,hit,484.610764185588,offset_to_bckgrd
9,266,6,6,target,2,redish,29,1,hit,540.677293141683,offset_to_bckgrd
9,266,6,6,target,2,redish,29,2,hit,481.977574030558,offset_to_bckgrd
9,267,6,1,target,1,blue,26,1,hit,504.545927047729,offset_to_bckgrd
9,267,6,1,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
9,275,7,5,target,1,blue,26,1,hit,449.192460378011,offset_to_bckgrd
9,277,7,1,target,1,blue,26,1,hit,531.376075744629,offset_to_bckgrd
9,277,7,1,target,1,blue,26,2,hit,584.239832560221,offset_to_bckgrd
9,278,7,3,target,1,blue,26,1,hit,509.356609980265,offset_to_bckgrd
9,278,7,3,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
9,281,7,1,target,1,blue,26,1,hit,613.959932327271,offset_to_bckgrd
9,282,7,1,target,1,blue,26,1,hit,542.803780237834,offset_to_bckgrd
9,282,7,1,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
9,284,7,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,284,7,1,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
9,290,7,5,target,1,blue,26,1,miss,NaN,offset_to_bckgrd
9,291,7,3,target,1,blue,26,1,hit,557.269589106242,offset_to_bckgrd
9,291,7,3,target,1,blue,26,2,hit,475.310484568278,offset_to_bckgrd
9,293,7,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,295,7,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,296,7,2,target,2,redish,29,1,hit,494.050025939941,offset_to_bckgrd
9,296,7,2,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,301,7,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,304,7,1,target,1,blue,26,1,hit,481.832933425903,offset_to_bckgrd
9,322,8,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,325,8,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,329,8,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,329,8,4,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,331,8,5,target,1,blue,26,1,hit,685.723336537679,offset_to_bckgrd
9,331,8,5,target,1,blue,26,2,hit,643.331686655681,offset_to_bckgrd
9,332,8,1,target,1,blue,26,1,hit,499.393717447917,offset_to_bckgrd
9,334,8,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,335,8,5,target,1,blue,26,1,hit,701.534303029378,offset_to_bckgrd
9,337,8,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,337,8,2,target,2,redish,29,2,hit,511.738379796346,offset_to_bckgrd
9,338,8,1,target,1,blue,26,1,hit,558.669678370158,offset_to_bckgrd
9,339,8,1,distractor,2,redish,29,1,FA_proper,412.884505589803,offset_to_bckgrd
9,340,8,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,340,8,5,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
9,341,8,3,target,1,blue,26,1,hit,535.834074020386,offset_to_bckgrd
9,342,8,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,347,8,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,347,8,6,target,2,redish,29,2,hit,479.425048828125,offset_to_bckgrd
9,353,8,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,355,8,2,target,2,redish,29,1,hit,573.650296529134,offset_to_bckgrd
9,358,8,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,358,8,1,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
9,362,9,3,distractor,2,redish,29,1,FA_proper,536.401573816935,offset_to_bckgrd
9,362,9,3,target,1,blue,26,2,hit,684.237321217855,offset_to_bckgrd
9,365,9,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,365,9,3,target,1,blue,26,2,hit,976.876020431519,offset_to_bckgrd
9,369,9,4,target,2,redish,29,1,hit,518.23787689209,offset_to_bckgrd
9,372,9,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,373,9,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,373,9,3,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
9,375,9,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,375,9,4,target,2,redish,29,2,hit,301.642990112304,offset_to_bckgrd
9,377,9,1,target,1,blue,26,1,hit,549.83115196228,offset_to_bckgrd
9,378,9,1,target,1,blue,26,1,hit,509.001382191976,offset_to_bckgrd
9,382,9,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,385,9,2,target,2,redish,29,1,hit,517.504517237346,offset_to_bckgrd
9,385,9,2,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,386,9,5,distractor,2,redish,29,1,FA_proper,525.756390889486,offset_to_bckgrd
9,386,9,5,target,1,blue,26,2,hit,616.430139541626,offset_to_bckgrd
9,387,9,3,target,1,blue,26,1,hit,700.188604990642,offset_to_bckgrd
9,388,9,6,target,2,redish,29,1,hit,431.224791208903,offset_to_bckgrd
9,388,9,6,target,2,redish,29,2,hit,518.890047073364,offset_to_bckgrd
9,389,9,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,390,9,5,target,1,blue,26,1,hit,445.434093475342,offset_to_bckgrd
9,390,9,5,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
9,392,9,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,394,9,6,distractor,1,blue,26,1,FA_proper,970.36558787028,offset_to_bckgrd
9,394,9,6,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,397,9,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,402,9,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,403,9,5,target,1,blue,26,1,hit,595.762109756469,offset_to_bckgrd
9,406,10,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,406,10,3,target,1,blue,26,2,hit,693.524344762166,offset_to_bckgrd
9,409,10,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,409,10,4,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
9,410,10,1,target,1,blue,26,1,hit,536.632378896078,offset_to_bckgrd
9,412,10,3,target,1,blue,26,1,hit,516.084512074789,offset_to_bckgrd
9,412,10,3,target,1,blue,26,2,hit,552.409712473552,offset_to_bckgrd
9,418,10,3,target,1,blue,26,1,hit,779.373979568481,offset_to_bckgrd
9,420,10,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
9,423,10,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
9,424,10,2,target,2,redish,29,1,hit,458.49445660909,offset_to_bckgrd
