amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subtraction_induced;subtraction_evoked;subjects;condition;time;RDK_id;RDK_position1;RDK_position2;RDK_freq;RDK_color;RDK_colorlum;RDK_ispresented;RDK_isattended;RDK_isattended2;RDK_electrodes
4.49991569519043;0.674522083004316;-13.8216936618055;-35.0559802633645;-0.721718247731527;-0.36409869492054;1;2;[0.5 1.5] ;RDK4;right;peri;17;blue;offset_to_bckgrd;presented;attended;attended + not attended;{'PO2' 'POz' 'Oz' 'O2'}
3.13956508636475;0.455408416191737;-13.2053313038335;-1.6448139002304;-0.477667554219564;-0.00761588811874392;1;2;[0.5 1.5] ;RDK5;right;peri;23;redish;offset_to_bckgrd;not presented;irrelevant;irrelevant;{'PO2' 'POz' 'Oz' 'O2'}
3.18299575585585;1.66701346383645;6.60826919635324;9.71397506152434;0.197302638567411;0.147595848257725;1;3;[0.5 1.5] ;RDK1;center;center;29;green;offset_to_bckgrd;presented;attended;attended;{'P5' 'PO3' 'PO7' 'O1' 'I1' 'POz' 'Oz' 'Iz' 'P6' 'PO4' 'PO8' 'O2' 'I2'}
3.53594622245202;2.00753165896122;-6.96149271068888;-10.775203106137;-0.264572858810425;-0.242438897261253;1;3;[0.5 1.5] ;RDK2;center;center;26;blue;offset_to_bckgrd;presented;not attended;not attended;{'P5' 'PO3' 'PO7' 'O1' 'I1' 'POz' 'Oz' 'Iz' 'P6' 'PO4' 'PO8' 'O2' 'I2'}
3.7013987382253;0.583218149344126;-6.89648309541073;14.7785165565031;-0.27417475382487;0.0750933130582174;1;3;[0.5 1.5] ;RDK3;right;peri;20;green;offset_to_bckgrd;presented;attended;attended + irrelevant;{'PO2' 'POz' 'Oz' 'O2'}
4.38209312756856;0.178917123377323;-10.5683885062797;-54.7984075613164;-0.517844438552856;-0.216903275251389;1;3;[0.5 1.5] ;RDK4;right;peri;17;blue;offset_to_bckgrd;not presented;not attended;not attended;{'PO2' 'POz' 'Oz' 'O2'}
3.35923190116882;0.40046587685744;-8.36612838148199;-18.7598397392019;-0.30669625600179;-0.0924748996893565;1;3;[0.5 1.5] ;RDK5;right;peri;23;redish;offset_to_bckgrd;presented;irrelevant;irrelevant + attended;{'PO2' 'POz' 'Oz' 'O2'}
3.20810275444618;1.69474949561633;4.20716378004533;9.64243360792867;0.129520977460421;0.149043659063486;1;4;[0.5 1.5] ;RDK1;center;center;29;green;offset_to_bckgrd;presented;not attended;not attended;{'P5' 'PO3' 'PO7' 'O1' 'I1' 'POz' 'Oz' 'Iz' 'P6' 'PO4' 'PO8' 'O2' 'I2'}
4.16613070781414;2.80933212592052;6.568394482074;20.7638558258556;0.256781479028555;0.483030016147173;1;4;[0.5 1.5] ;RDK2;center;center;26;blue;offset_to_bckgrd;presented;attended;attended;{'P5' 'PO3' 'PO7' 'O1' 'I1' 'POz' 'Oz' 'Iz' 'P6' 'PO4' 'PO8' 'O2' 'I2'}
3.55865073204041;0.375293887158235;-12.3197692078402;-2.85025384907416;-0.500018707911173;-0.0110106602311134;1;4;[0.5 1.5] ;RDK3;right;peri;20;green;offset_to_bckgrd;not presented;not attended;not attended;{'PO2' 'POz' 'Oz' 'O2'}
4.57951822280884;0.623809897899628;-14.1669126452507;-42.8837600503796;-0.755858103434244;-0.468366159995397;1;4;[0.5 1.5] ;RDK4;right;peri;17;blue;offset_to_bckgrd;presented;attended;attended + irrelevant;{'PO2' 'POz' 'Oz' 'O2'}
