amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subtraction_induced;subtraction_evoked;subjects;condition;time;RDK_id;RDK_position1;RDK_position2;RDK_freq;RDK_color;RDK_colorlum;RDK_ispresented;RDK_isattended;RDK_isattended2;RDK_electrodes
1.74769216867594;0.604401458226717;-0.707593043236199;40.8285634973103;-0.0124546766281128;0.1769407796172;8;5;[0.5 1.5] ;RDK2;center;center;29;blue;offset_to_bckgrd;presented;not attended;not attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
2.36265152863094;0.440067042623247;-3.65575204007225;50.1411271726918;-0.0896500655582972;0.132512465012925;8;5;[0.5 1.5] ;RDK3;left;peri;17;redish;offset_to_bckgrd;not presented;attended;attended;{'P8','P10','PO8','PO3','POz','Oz','O1'}
2.08234717164721;0.211495054619653;-10.9759198096771;-49.6636250400066;-0.256735880034311;-0.278354079808508;8;5;[0.5 1.5] ;RDK4;left;peri;20;blue;offset_to_bckgrd;presented;not attended;not attended + irrelevant;{'P8','P10','PO8','PO3','POz','Oz','O1'}
1.97124139922006;0.290318640002183;-5.87850097199123;-8.52411356997152;-0.123116871288845;-0.0563569007175309;8;5;[0.5 1.5] ;RDK5;left;peri;23;green;offset_to_bckgrd;presented;irrelevant;irrelevant + not attended;{'P8','P10','PO8','PO3','POz','Oz','O1'}
1.95935266201313;0.310826343957048;1.31447277038668;-28.423738217933;0.0254210050289447;-0.117715194162268;8;6;[0.5 1.5] ;RDK1;center;center;26;redish;offset_to_bckgrd;presented;not attended;not attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
1.83830510469583;0.410416660056664;0.980638141999557;7.91884371867859;0.0178520569434533;0.0320957740912071;8;6;[0.5 1.5] ;RDK2;center;center;29;blue;offset_to_bckgrd;presented;attended;attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
2.3068475484848;0.317184785647052;-0.175997785049886;52.4371286821859;-0.00406715869903573;0.0990111897034304;8;6;[0.5 1.5] ;RDK3;left;peri;17;redish;offset_to_bckgrd;presented;not attended;not attended + irrelevant;{'P8','P10','PO8','PO3','POz','Oz','O1'}
2.13127034051078;0.273206466436386;0.412699306130748;82.4776613826322;0.00875958715166369;0.11737062484026;8;6;[0.5 1.5] ;RDK4;left;peri;20;blue;offset_to_bckgrd;not presented;attended;attended;{'P8','P10','PO8','PO3','POz','Oz','O1'}
2.04424050876072;0.266993365968977;-1.01844501977685;28.2438185646659;-0.0210336821419852;0.0454433435840266;8;6;[0.5 1.5] ;RDK5;left;peri;23;green;offset_to_bckgrd;presented;irrelevant;irrelevant + not attended;{'P8','P10','PO8','PO3','POz','Oz','O1'}
1.95931198596954;0.350485462953265;-3.63887241231644;-3.04088633672323;-0.0739892372718227;-0.00713867330207274;8;1;[1 2] ;RDK1;center;center;26;redish;offset_to_bckgrd;presented;attended;attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
1.8148047373845;0.45390380529257;-0.427709235000107;2.15195038934684;-0.00779542922973642;0.0132392993340126;8;1;[1 2] ;RDK2;center;center;29;blue;offset_to_bckgrd;presented;not attended;not attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
2.29863184860774;0.299522709846497;-3.84662577652098;24.1045055466344;-0.0919570071356639;0.0460959715502603;8;1;[1 2] ;RDK3;left;peri;17;redish;offset_to_bckgrd;presented;attended;attended + not attended;{'P8','P10','PO8','PO3','POz','Oz','O1'}
2.21954890319279;0.349148125307901;-3.91321522973206;18.5181516169197;-0.090392998286656;0.0390654236078262;8;1;[1 2] ;RDK4;left;peri;20;blue;offset_to_bckgrd;presented;not attended;not attended + attended;{'P8','P10','PO8','PO3','POz','Oz','O1'}
2.08670142718724;0.377339736265796;3.29292748784116;61.761201504658;0.0665230103901457;0.134905157131808;8;1;[1 2] ;RDK5;left;peri;23;green;offset_to_bckgrd;not presented;irrelevant;irrelevant;{'P8','P10','PO8','PO3','POz','Oz','O1'}
1.82858224281898;0.446113503724337;-3.87606484437797;18.7275316478732;-0.0737350518886859;0.0736454285681248;8;2;[1 2] ;RDK1;center;center;26;redish;offset_to_bckgrd;presented;not attended;not attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
