amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subjects;condition;time;RDK_id;RDK_position1;RDK_position2;RDK_freq;RDK_color;RDK_ispresented;RDK_isattended;RDK_isattended2;RDK_electrodes
2.80512495994568;0.69328815639019;-10.4684870357576;-45.0374184080846;23;1;[0.5 1.5] ;RDK2;center;center;23;blue;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
2.95806261409413;1.20575306984511;-2.60237218813111;18.7890615709688;23;1;[0.5 1.5] ;RDK3;right;peri;14;redish;presented;attended;attended + not attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
2.47872998064215;0.806561203978278;-9.09348162280963;-25.0447397328417;23;1;[0.5 1.5] ;RDK4;right;peri;17;blue;presented;not attended;not attended + attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
2.29239071715962;0.292489327625795;-10.1783619508514;-9.40824213520356;23;1;[0.5 1.5] ;RDK5;right;peri;20;green;not presented;irrelevant;irrelevant;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
2.80494455337524;0.608084197044373;-0.661018690998583;-37.4288193598098;23;2;[0.5 1.5] ;RDK1;center;center;26;redish;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
3.47290427207947;1.77544540405273;12.7450079630717;43.854558036508;23;2;[0.5 1.5] ;RDK2;center;center;23;blue;presented;attended;attended;{'POz','O1','Oz','I2','Iz'}
2.86254854202271;0.795247701216828;-6.55427182021444;-23.4046638783169;23;2;[0.5 1.5] ;RDK3;right;peri;14;redish;presented;not attended;not attended + attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
2.73436611782421;1.36545772119002;-5.47133553522887;10.2546527750355;23;2;[0.5 1.5] ;RDK4;right;peri;17;blue;presented;attended;attended + not attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
2.21636590090665;0.215275955471126;-15.3096824256992;-35.0924304300536;23;2;[0.5 1.5] ;RDK5;right;peri;20;green;not presented;irrelevant;irrelevant;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
2.7638826084137;0.993164057731628;3.09289960581958;50.9592047536597;23;3;[0.5 1.5] ;RDK1;center;center;26;redish;presented;attended;attended;{'POz','O1','Oz','I2','Iz'}
2.50609121799469;0.94358012676239;-18.4488370014199;-27.5490298313101;23;3;[0.5 1.5] ;RDK2;center;center;23;blue;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
